sample_id,batch_number,barcode,product_name,product_category,manufacturer_name,manufacturer_address,net_quantity,unit_of_measurement,mrp_declaration,mrp_value_inr,unit_sale_price,packing_date,consumer_care_phone,consumer_care_email,country_of_origin,label_readability,compliance_status,compliance_score,risk_tier,violation_count,violated_rules,violation_descriptions
LM-GEN-00218,BN7559,8905076658821,Mustard Oil,Edible Oil,Apex Consumer Products,No. 7,500Gms,Gms,MRP Rs. 350 (Incl. of all taxes),350,Rs. 0.7 per ml,06/2023,011-23456789,contact@firm.co.in,India,MODERATE,NON_COMPLIANT,60,MEDIUM,2,LM-PC-004; LM-PC-003,Non-standard unit 'Gms' used (must be SI: g/kg/ml/l/N/m) | Incomplete address — PIN code / State missing
LM-GEN-00219,BN7146,8908028137596,Turmeric Powder,Agriculture,Royal Produce Pvt. Ltd.,"NH-44 Bypass Road, Hyderabad, Telangana - 500072",400mls,mls,MRP Rs. 30 (Incl. of all taxes),30,Rs. 0.075 per g,04/2023,1800-200-5678,care@brand.com,Manufactured in India,MODERATE,NON_COMPLIANT,75,MEDIUM,1,LM-PC-004,Non-standard unit 'mls' used (must be SI: g/kg/ml/l/N/m)
LM-GEN-00220,BN9146,8906203075949,Fertilizer (NPK),Agriculture,TechPack Solutions,"EPIP Zone, Whitefield, Bengaluru, Karnataka - 560066",1kg,kg,MRP Rs. 50 (Incl. of all taxes),50,Rs. 50.0 per kg,01/2024,1800-103-1234,support@company.in,USA,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00221,BN6660,8909342062511,Digestive Tablets,Health,,Chandaka Industrial Estate,60N,N,MRP Rs. 35 (Incl. of all taxes),35,Rs. 0.5833 per N,02/2023,,,Bharat,POOR,NON_COMPLIANT,55,HIGH,3,LM-PC-002; LM-PC-003; LM-PC-007,Manufacturer/packer name not declared | Incomplete address — PIN code / State missing | Consumer care helpline and email not provided
LM-GEN-00222,BN6478,8906173715393,Cream Biscuits,Snacks & Bakery,Prime Industries Ltd.,"Survey 45/A, Vatva GIDC, Ahmedabad, Gujarat - 382445",200g,g,MRP Rs. 499 (Incl. of all taxes),499,,02/2023,1800-572-3344,grievance@goods.in,Manufactured in India,POOR,NON_COMPLIANT,92,LOW,1,LM-PC-009,Unit Sale Price (USP) not declared
LM-GEN-00223,BN1332,8902165719139,Tea Bags,Beverages,Hindustan Consumer Goods,"Andheri East, MIDC, Mumbai, Maharashtra - 400093",200g,g,MRP Rs. 450 (Incl. of all taxes),450,Rs. 2.25 per g,01/2023,1800-890-0011,help@business.co.in,Manufactured in India,MODERATE,COMPLIANT,100,NONE,0,None,None
LM-GEN-00224,BN1254,8909482040896,Rock Salt,Staples,Royal Produce Pvt. Ltd.,"NH-44 Bypass Road, Hyderabad, Telangana - 500072",500g,g,MRP Rs. 299 (Incl. of all taxes),299,Rs. 0.598 per g,08/2022,1800-123-7890,info@pack.in,India,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00225,BN6941,8909791927146,Hybrid Tomato Seeds,Agriculture,Pushpak Packaging Pvt. Ltd.,"Industrial Area Phase 1, Chandigarh - 160002",10g,g,MRP Rs. 15 (Incl. of all taxes),15,Rs. 1.5 per g,01/2022,1800-123-7890,info@pack.in,China,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00226,BN4257,8902064454438,Paneer,Dairy,National Packaged Goods Ltd.,"B-12, Okhla Industrial Phase II, New Delhi - 110020",200g,g,MRP Rs. 20 (Incl. of all taxes),20,Rs. 2.0 per kg,09/2023,1800-103-1234,support@company.in,Bharat,MODERATE,COMPLIANT,100,NONE,0,None,None
LM-GEN-00227,BN7120,8904259970892,Fruit Juice (Tetra Pack),Beverages,Pushpak Packaging Pvt. Ltd.,"Industrial Area Phase 1, Chandigarh - 160002",200ml,ml,MRP Rs. 450 (Incl. of all taxes),450,,03/2024,1800-890-0011,help@business.co.in,Bharat,MODERATE,NON_COMPLIANT,92,LOW,1,LM-PC-009,Unit Sale Price (USP) not declared
LM-GEN-00228,BN6567,8902552210895,Plain Biscuits,Snacks & Bakery,TechPack Solutions,"EPIP Zone, Whitefield, Bengaluru, Karnataka - 560066",100g,g,MRP Rs. 15,15,,09/2023,1800-123-7890,info@pack.in,,POOR,NON_COMPLIANT,44,HIGH,4,LM-PC-005; LM-PC-008; LM-PC-009; LM-PC-010,MRP missing mandatory phrase 'inclusive of all taxes' | Country of Origin declaration missing | Unit Sale Price (USP) not declared | Label text readability below minimum statutory requirement (Rule 7)
LM-GEN-00229,BN4909,8902787839370,Curd (Dahi),Dairy,Shree Ganesh Processors,"Near Water Tank, Sikar Road, Jaipur, Rajasthan - 302023",200g,g,MRP Rs. 499 (Incl. of all taxes),499,Rs. 2.495 per g,12/2022,1800-572-3344,grievance@goods.in,,POOR,NON_COMPLIANT,85,LOW,1,LM-PC-008,Country of Origin declaration missing
LM-GEN-00230,BN5736,8904063010233,Red Chilli Powder,Beverages,Bengal Foods International,"Park Circus, Kolkata, West Bengal - 700017",100g,g,MRP Rs. 200 (Incl. of all taxes),200,Rs. 2.0 per g,02/2022,1800-123-7890,info@pack.in,China,POOR,NON_COMPLIANT,92,LOW,1,LM-PC-010,Label text readability below minimum statutory requirement (Rule 7)
LM-GEN-00231,BN9736,8901062796671,Namkeen Mix,Snacks & Bakery,,Plot No. 14,125g,g,MRP Rs. 99 (Incl. of all taxes),99,Rs. 0.792 per g,,1800-419-8900,consumer@product.in,India,MODERATE,NON_COMPLIANT,55,HIGH,3,LM-PC-002; LM-PC-003; LM-PC-006,Manufacturer/packer name not declared | Incomplete address — PIN code / State missing | Month and year of manufacture / packing not declared
LM-GEN-00232,BN8513,8906296307290,,Health,Bengal Foods International,"Park Circus, Kolkata, West Bengal - 700017",30N,N,MRP Rs. 650,650,Rs. 21.6667 per N,07/2022,1800-890-0011,help@business.co.in,,GOOD,NON_COMPLIANT,35,CRITICAL,3,LM-PC-001; LM-PC-005; LM-PC-008,Missing product/commodity name on label | MRP missing mandatory phrase 'inclusive of all taxes' | Country of Origin declaration missing
LM-GEN-00233,BN1329,8904484236499,Multivitamin Tablets,Health,Hindustan Consumer Goods,"Andheri East, MIDC, Mumbai, Maharashtra - 400093",120N,N,MRP Rs. 120 (Incl. of all taxes),120,Rs. 1.0 per N,07/2023,1800-419-8900,consumer@product.in,USA,MODERATE,COMPLIANT,100,NONE,0,None,None
LM-GEN-00234,BN3342,8906834465384,Chana Dal,Pulses,MP Agro Industries,"Pologround Industrial Area, Indore, Madhya Pradesh - 452015",500kilos,kilos,MRP Rs. 9.5 (Incl. of all taxes),9.5,Rs. 0.019 per g,01/2023,,,USA,GOOD,NON_COMPLIANT,60,MEDIUM,2,LM-PC-007; LM-PC-004,Consumer care helpline and email not provided | Non-standard unit 'kilos' used (must be SI: g/kg/ml/l/N/m)
LM-GEN-00235,BN4618,8905777571015,Fabric Softener,Household,Pushpak Packaging Pvt. Ltd.,Industrial Area Phase 1,250ml,ml,MRP Rs. 650 (Incl. of all taxes),650,Rs. 2.6 per ml,,011-23456789,contact@firm.co.in,Made in India,GOOD,NON_COMPLIANT,70,MEDIUM,2,LM-PC-003; LM-PC-006,Incomplete address — PIN code / State missing | Month and year of manufacture / packing not declared
LM-GEN-00236,BN7418,8904833953327,Pesticide Spray,Agriculture,Odisha Produce Ltd.,"Chandaka Industrial Estate, Bhubaneswar, Odisha - 751024",500ml,ml,MRP Rs. 50 (Incl. of all taxes),50,,03/2022,011-23456789,contact@firm.co.in,,MODERATE,NON_COMPLIANT,77,MEDIUM,2,LM-PC-008; LM-PC-009,Country of Origin declaration missing | Unit Sale Price (USP) not declared
LM-GEN-00237,BN2819,8904443429845,Deodorant Spray,Spices,,"Survey 45/A, Vatva GIDC, Ahmedabad, Gujarat - 382445",75ml,ml,MRP Rs. 299 (Incl. of all taxes),299,Rs. 3.9867 per ml,02/2023,1800-572-3344,grievance@goods.in,India,MODERATE,NON_COMPLIANT,85,LOW,1,LM-PC-002,Manufacturer/packer name not declared
LM-GEN-00238,BN9637,8909365266569,Lip Balm,Personal Care,Hindustan Consumer Goods,"Andheri East, MIDC, Mumbai, Maharashtra - 400093",2g,g,MRP Rs. 50 (Incl. of all taxes),50,Rs. 25.0 per g,,1800-419-8900,consumer@product.in,Germany,MODERATE,NON_COMPLIANT,85,LOW,1,LM-PC-006,Month and year of manufacture / packing not declared
LM-GEN-00239,BN9843,8903974741381,Sugar,Staples,MP Agro Industries,"Pologround Industrial Area, Indore, Madhya Pradesh - 452015",0.5kg,kg,MRP Rs. 1499,1499,,07/2024,1800-890-0011,help@business.co.in,,POOR,NON_COMPLIANT,44,HIGH,4,LM-PC-010; LM-PC-009; LM-PC-008; LM-PC-005,Label text readability below minimum statutory requirement (Rule 7) | Unit Sale Price (USP) not declared | Country of Origin declaration missing | MRP missing mandatory phrase 'inclusive of all taxes'
LM-GEN-00240,BN9323,8908994276323,Fertilizer (NPK),Agriculture,TechPack Solutions,"EPIP Zone, Whitefield, Bengaluru, Karnataka - 560066",1kg,kg,MRP Rs. 50 (Incl. of all taxes),50,Rs. 0.25 per g,03/2023,1800-200-5678,care@brand.com,India,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00241,BN1565,8904520398254,,Dairy,Bharat Organic Farms,"Village Narsingpur, Tehsil Harda, Madhya Pradesh - 461331",125g,g,MRP Rs. 1499 (Incl. of all taxes),1499,Rs. 11.992 per g,11/2023,1800-200-5678,care@brand.com,USA,MODERATE,NON_COMPLIANT,75,MEDIUM,1,LM-PC-001,Missing product/commodity name on label
LM-GEN-00242,BN1422,8909699809680,Cream Biscuits,Snacks & Bakery,Shree Ganesh Processors,"Near Water Tank, Sikar Road, Jaipur, Rajasthan - 302023",100g,g,MRP Rs. 650 (Incl. of all taxes),650,Rs. 1.625 per g,12/2022,1800-103-1234,support@company.in,India,POOR,COMPLIANT,100,NONE,0,None,None
LM-GEN-00243,BN8968,8908830546038,Full Cream Milk Powder,Dairy,Apex Consumer Products,"No. 7, 3rd Cross, Peenya Industrial Area, Bengaluru, Karnataka - 560058",500g,g,MRP Rs. 30 (Incl. of all taxes),30,Rs. 0.06 per g,05/2022,1800-200-5678,care@brand.com,India,MODERATE,COMPLIANT,100,NONE,0,None,None
LM-GEN-00244,BN6924,8907438394404,Body Lotion,Personal Care,Bharat Organic Farms,"Village Narsingpur, Tehsil Harda, Madhya Pradesh - 461331",400ml,ml,MRP Rs. 15 (Incl. of all taxes),15,Rs. 0.0375 per ml,11/2023,1800-123-7890,info@pack.in,Bharat,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00245,BN1410,8901621398204,Carbonated Soft Drink,Staples,Prime Industries Ltd.,"Survey 45/A, Vatva GIDC, Ahmedabad, Gujarat - 382445",250ml,ml,MRP Rs. 50 (Incl. of all taxes),50,Rs. 0.2 per ml,07/2024,1800-103-1234,support@company.in,Manufactured in India,POOR,NON_COMPLIANT,92,LOW,1,LM-PC-010,Label text readability below minimum statutory requirement (Rule 7)
LM-GEN-00246,BN4458,8905373708672,Tomato Ketchup,Condiments,Kerala Naturals Pvt. Ltd.,SY 22/3,250g,g,MRP Rs. 299 (Incl. of all taxes),299,Rs. 1.196 per g,,1800-419-8900,consumer@product.in,Germany,MODERATE,NON_COMPLIANT,70,MEDIUM,2,LM-PC-006; LM-PC-003,Month and year of manufacture / packing not declared | Incomplete address — PIN code / State missing
LM-GEN-00247,BN3777,8905022566391,Digestive Tablets,Health,Shree Ganesh Processors,"Near Water Tank, Sikar Road, Jaipur, Rajasthan - 302023",30gms,gms,MRP Rs. 1199,1199,Rs. 39.9667 per N,07/2022,1800-419-8900,consumer@product.in,Made in India,GOOD,NON_COMPLIANT,50,HIGH,2,LM-PC-004; LM-PC-005,Non-standard unit 'gms' used (must be SI: g/kg/ml/l/N/m) | MRP missing mandatory phrase 'inclusive of all taxes'
LM-GEN-00248,BN6872,8907739274552,Fruit Juice (Tetra Pack),Beverages,Bharat Organic Farms,"Village Narsingpur, Tehsil Harda, Madhya Pradesh - 461331",100ml,ml,MRP Rs. 650 (Incl. of all taxes),650,Rs. 6.5 per ml,03/2022,1800-123-7890,info@pack.in,Made in India,POOR,COMPLIANT,100,NONE,0,None,None
LM-GEN-00249,BN2209,8909644909782,,Household,,"NH-44 Bypass Road, Hyderabad, Telangana - 500072",1000ml,ml,MRP Rs. 20 (Incl. of all taxes),20,Rs. 0.02 per ml,,,,China,GOOD,NON_COMPLIANT,30,CRITICAL,4,LM-PC-001; LM-PC-002; LM-PC-006; LM-PC-007,Missing product/commodity name on label | Manufacturer/packer name not declared | Month and year of manufacture / packing not declared | Consumer care helpline and email not provided
LM-GEN-00250,BN3468,8902777571432,Tea Bags,Beverages,Agro Vision Industries,"Kumbargaon MIDC, Ahmednagar, Maharashtra - 414003",50mls,mls,MRP Rs. 1199 (Incl. of all taxes),1199,Rs. 23.98 per g,12/2022,1800-419-8900,consumer@product.in,India,GOOD,NON_COMPLIANT,75,MEDIUM,1,LM-PC-004,Non-standard unit 'mls' used (must be SI: g/kg/ml/l/N/m)
LM-GEN-00251,BN8086,8901862988309,Protein Supplement,Spices,Star FMCG Corporation,"Sector 63, NOIDA, Uttar Pradesh - 201301",500g,g,MRP Rs. 250 (Incl. of all taxes),250,Rs. 0.5 per g,07/2023,,,Manufactured in India,GOOD,NON_COMPLIANT,85,LOW,1,LM-PC-007,Consumer care helpline and email not provided
LM-GEN-00252,BN1387,8906714660362,Tea Bags,Beverages,Royal Produce Pvt. Ltd.,"NH-44 Bypass Road, Hyderabad, Telangana - 500072",100g,g,MRP Rs. 850 (Incl. of all taxes),850,Rs. 2.125 per g,03/2023,1800-123-7890,info@pack.in,Made in India,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00253,BN2948,8901268309749,,Household,Kerala Naturals Pvt. Ltd.,"SY 22/3, Edapally, Kochi, Kerala - 682024",1000ml,ml,MRP Rs. 499,499,Rs. 0.499 per ml,11/2023,1800-200-5678,care@brand.com,,GOOD,NON_COMPLIANT,35,CRITICAL,3,LM-PC-001; LM-PC-005; LM-PC-008,Missing product/commodity name on label | MRP missing mandatory phrase 'inclusive of all taxes' | Country of Origin declaration missing
LM-GEN-00254,BN2445,8906272321601,Carbonated Soft Drink,Snacks & Bakery,JR Manufacturing,"K-18, RIICO Industrial Area, Bhiwadi, Rajasthan - 301019",500ml,ml,MRP Rs. 999 (Incl. of all taxes),999,Rs. 1.998 per ml,04/2023,1800-890-0011,help@business.co.in,Manufactured in India,POOR,NON_COMPLIANT,92,LOW,1,LM-PC-010,Label text readability below minimum statutory requirement (Rule 7)
LM-GEN-00255,BN5446,8901902077680,Mustard Oil,Edible Oil,,"K-18, RIICO Industrial Area, Bhiwadi, Rajasthan - 301019",500ml,ml,MRP Rs. 1499 (Incl. of all taxes),1499,Rs. 2.998 per ml,01/2023,1800-123-7890,info@pack.in,,GOOD,NON_COMPLIANT,70,MEDIUM,2,LM-PC-002; LM-PC-008,Manufacturer/packer name not declared | Country of Origin declaration missing
LM-GEN-00256,BN2133,8909992325844,Pickle (Achar),Condiments,MP Agro Industries,"Pologround Industrial Area, Indore, Madhya Pradesh - 452015",200g,g,MRP Rs. 350 (Incl. of all taxes),350,Rs. 1.75 per g,,1800-103-1234,support@company.in,Manufactured in India,POOR,NON_COMPLIANT,85,LOW,1,LM-PC-006,Month and year of manufacture / packing not declared
LM-GEN-00257,BN5393,8909276645524,,Pulses,Apex Consumer Products,"No. 7, 3rd Cross, Peenya Industrial Area, Bengaluru, Karnataka - 560058",1kg,kg,MRP Rs. 200,200,Rs. 200.0 per kg,11/2022,1800-890-0011,help@business.co.in,,GOOD,NON_COMPLIANT,35,CRITICAL,3,LM-PC-001; LM-PC-005; LM-PC-008,Missing product/commodity name on label | MRP missing mandatory phrase 'inclusive of all taxes' | Country of Origin declaration missing
LM-GEN-00258,BN9819,8901577342169,Toilet Cleaner,Household,Sunrise Foods Pvt. Ltd.,"Plot No. 14, MIDC Industrial Area, Pune, Maharashtra - 411026",250ml,ml,MRP Rs. 35 (Incl. of all taxes),35,Rs. 0.14 per ml,07/2022,1800-419-8900,consumer@product.in,Bharat,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00259,BN5548,8905893861274,Drinking Water,Beverages,,"B-12, Okhla Industrial Phase II, New Delhi - 110020",0.5l,l,MRP Rs. 250 (Incl. of all taxes),250,Rs. 500.0 per l,01/2023,1800-572-3344,grievance@goods.in,,GOOD,NON_COMPLIANT,70,MEDIUM,2,LM-PC-002; LM-PC-008,Manufacturer/packer name not declared | Country of Origin declaration missing
LM-GEN-00260,BN7620,8901322978673,Toothbrush,Personal Care,Apex Consumer Products,"No. 7, 3rd Cross, Peenya Industrial Area, Bengaluru, Karnataka - 560058",2N,N,MRP Rs. 25 (Incl. of all taxes),25,Rs. 12.5 per N,12/2022,1800-419-8900,consumer@product.in,Bangladesh,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00261,BN1465,8901167215107,Digestive Tablets,Spices,Shree Ganesh Processors,"Near Water Tank, Sikar Road, Jaipur, Rajasthan - 302023",15N,N,MRP Rs. 9.5 (Incl. of all taxes),9.5,Rs. 0.6333 per N,07/2022,1800-200-5678,care@brand.com,,GOOD,NON_COMPLIANT,85,LOW,1,LM-PC-008,Country of Origin declaration missing
LM-GEN-00262,BN1186,8906337813280,Ayurvedic Churan,Health,Kerala Naturals Pvt. Ltd.,"SY 22/3, Edapally, Kochi, Kerala - 682024",100g,g,MRP Rs. 750 (Incl. of all taxes),750,Rs. 15.0 per ml,05/2024,1800-123-7890,info@pack.in,Bangladesh,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00263,BN6213,8902518701170,Curd (Dahi),Dairy,Disha Exports & Imports,"No. 34, Anna Salai, Chennai, Tamil Nadu - 600002",400g,g,MRP Rs. 15 (Incl. of all taxes),15,Rs. 0.0375 per g,12/2022,1800-419-8900,consumer@product.in,Manufactured in India,MODERATE,COMPLIANT,100,NONE,0,None,None
LM-GEN-00264,BN9720,8906691250393,Adhesive Tape,Stationery,National Packaged Goods Ltd.,"B-12, Okhla Industrial Phase II, New Delhi - 110020",25m,m,MRP Rs. 399 (Incl. of all taxes),399,Rs. 1.995 per ml,11/2023,011-23456789,contact@firm.co.in,Bangladesh,MODERATE,COMPLIANT,100,NONE,0,None,None
LM-GEN-00265,BN5218,8909024295306,Hybrid Tomato Seeds,Agriculture,Agro Vision Industries,"Kumbargaon MIDC, Ahmednagar, Maharashtra - 414003",10g,g,MRP Rs. 1499 (Incl. of all taxes),1499,Rs. 3.7475 per ml,06/2022,1800-419-8900,consumer@product.in,India,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00266,BN8955,8906540804836,Extra Virgin Olive Oil,Edible Oil,TechPack Solutions,"EPIP Zone, Whitefield, Bengaluru, Karnataka - 560066",250ml,ml,MRP Rs. 50 (Incl. of all taxes),50,Rs. 0.2 per g,09/2022,1800-890-0011,help@business.co.in,China,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00267,BN5272,8909918789097,Fruit Jam,Condiments,GreenLeaf Agro Industries,"Survey No. 87, Rajkot Industrial Estate, Rajkot, Gujarat - 360002",500g,g,MRP Rs. 30 (Incl. of all taxes),30,Rs. 0.06 per g,09/2022,1800-890-0011,help@business.co.in,India,MODERATE,COMPLIANT,100,NONE,0,None,None
LM-GEN-00268,BN9847,8905696412370,Eraser,Stationery,Pushpak Packaging Pvt. Ltd.,"Industrial Area Phase 1, Chandigarh - 160002",10N,N,MRP Rs. 650 (Incl. of all taxes),650,Rs. 65.0 per N,05/2023,1800-890-0011,help@business.co.in,Germany,POOR,COMPLIANT,100,NONE,0,None,None
LM-GEN-00269,BN5191,8907916765764,Adhesive Tape,Stationery,Star FMCG Corporation,"Sector 63, NOIDA, Uttar Pradesh - 201301",12.5m,m,MRP Rs. 9.5 (Incl. of all taxes),9.5,Rs. 0.76 per m,,1800-103-1234,support@company.in,India,GOOD,NON_COMPLIANT,85,LOW,1,LM-PC-006,Month and year of manufacture / packing not declared
LM-GEN-00270,BN4985,8905806858191,Carbonated Soft Drink,Beverages,Shree Ganesh Processors,"Near Water Tank, Sikar Road, Jaipur, Rajasthan - 302023",500ml,ml,MRP Rs. 150 (Incl. of all taxes),150,Rs. 0.3 per ml,08/2022,011-23456789,contact@firm.co.in,USA,MODERATE,COMPLIANT,100,NONE,0,None,None
LM-GEN-00271,BN2647,8903843043655,,Personal Care,TechPack Solutions,"EPIP Zone, Whitefield, Bengaluru, Karnataka - 560066",50ml,ml,MRP Rs. 550 (Incl. of all taxes),550,Rs. 11.0 per ml,12/2022,1800-123-7890,info@pack.in,India,POOR,NON_COMPLIANT,67,MEDIUM,2,LM-PC-010; LM-PC-001,Label text readability below minimum statutory requirement (Rule 7) | Missing product/commodity name on label
LM-GEN-00272,BN5429,8903178998708,Namkeen Mix,Snacks & Bakery,Hindustan Consumer Goods,"Andheri East, MIDC, Mumbai, Maharashtra - 400093",125g,g,MRP Rs. 1199 (Incl. of all taxes),1199,Rs. 9.592 per g,08/2024,011-23456789,contact@firm.co.in,India,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00273,BN9292,8908439190229,Deodorant Spray,Personal Care,Odisha Produce Ltd.,"Chandaka Industrial Estate, Bhubaneswar, Odisha - 751024",150ml,ml,MRP Rs. 999,999,Rs. 6.66 per ml,06/2023,1800-572-3344,grievance@goods.in,Germany,GOOD,NON_COMPLIANT,75,MEDIUM,1,LM-PC-005,MRP missing mandatory phrase 'inclusive of all taxes'
LM-GEN-00274,BN2787,8906475236509,Red Chilli Powder,Spices,Pushpak Packaging Pvt. Ltd.,"Industrial Area Phase 1, Chandigarh - 160002",100g,g,MRP Rs. 1499 (Incl. of all taxes),1499,Rs. 14.99 per g,02/2023,1800-419-8900,consumer@product.in,India,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00275,BN8252,8902844469750,,Edible Oil,Odisha Produce Ltd.,"Chandaka Industrial Estate, Bhubaneswar, Odisha - 751024",500lts,lts,MRP Rs. 650,650,Rs. 1.3 per ml,,1800-419-8900,consumer@product.in,USA,GOOD,NON_COMPLIANT,10,CRITICAL,4,LM-PC-001; LM-PC-006; LM-PC-005; LM-PC-004,Missing product/commodity name on label | Month and year of manufacture / packing not declared | MRP missing mandatory phrase 'inclusive of all taxes' | Non-standard unit 'lts' used (must be SI: g/kg/ml/l/N/m)
LM-GEN-00276,BN8167,8907740078143,,Health,Royal Produce Pvt. Ltd.,"NH-44 Bypass Road, Hyderabad, Telangana - 500072",1000g,g,MRP Rs. 20 (Incl. of all taxes),20,Rs. 0.02 per g,04/2022,,,USA,MODERATE,NON_COMPLIANT,60,MEDIUM,2,LM-PC-007; LM-PC-001,Consumer care helpline and email not provided | Missing product/commodity name on label
LM-GEN-00277,BN9023,8904067426448,Hair Oil,Household,Shree Ganesh Processors,"Near Water Tank, Sikar Road, Jaipur, Rajasthan - 302023",100ml,ml,MRP Rs. 550 (Incl. of all taxes),550,Rs. 5.5 per ml,07/2023,,,Made in India,POOR,NON_COMPLIANT,85,LOW,1,LM-PC-007,Consumer care helpline and email not provided
LM-GEN-00278,BN8632,8907383696366,Cream Biscuits,Snacks & Bakery,Agro Vision Industries,"Kumbargaon MIDC, Ahmednagar, Maharashtra - 414003",50g,g,MRP Rs. 750 (Incl. of all taxes),750,,01/2023,1800-123-7890,info@pack.in,,GOOD,NON_COMPLIANT,77,MEDIUM,2,LM-PC-008; LM-PC-009,Country of Origin declaration missing | Unit Sale Price (USP) not declared
LM-GEN-00279,BN4195,8903044184654,,Agriculture,,"EPIP Zone, Whitefield, Bengaluru, Karnataka - 560066",0.5kg,kg,MRP Rs. 750,750,Rs. 1500.0 per kg,09/2024,,,China,MODERATE,NON_COMPLIANT,20,CRITICAL,4,LM-PC-001; LM-PC-005; LM-PC-002; LM-PC-007,Missing product/commodity name on label | MRP missing mandatory phrase 'inclusive of all taxes' | Manufacturer/packer name not declared | Consumer care helpline and email not provided
LM-GEN-00280,BN3888,8902828381722,,Condiments,,"B-12, Okhla Industrial Phase II, New Delhi - 110020",1000g,g,MRP Rs. 1199 (Incl. of all taxes),1199,Rs. 1.199 per g,05/2023,1800-123-7890,info@pack.in,India,GOOD,NON_COMPLIANT,60,MEDIUM,2,LM-PC-001; LM-PC-002,Missing product/commodity name on label | Manufacturer/packer name not declared
LM-GEN-00281,BN8750,8903971505160,,Staples,,"Survey 45/A, Vatva GIDC, Ahmedabad, Gujarat - 382445",5kg,kg,MRP Rs. 499 (Incl. of all taxes),499,Rs. 99.8 per kg,05/2024,1800-890-0011,help@business.co.in,,MODERATE,NON_COMPLIANT,45,HIGH,3,LM-PC-008; LM-PC-002; LM-PC-001,Country of Origin declaration missing | Manufacturer/packer name not declared | Missing product/commodity name on label
LM-GEN-00282,BN7325,8902816256516,Mustard Oil,Edible Oil,Evergreen Manufacturing Co.,"Phase II, Industrial Zone, Ludhiana, Punjab - 141010",500ml,ml,MRP Rs. 180 (Incl. of all taxes),180,Rs. 0.36 per ml,06/2023,1800-572-3344,grievance@goods.in,China,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00283,BN6398,8904587086063,Cream Biscuits,Snacks & Bakery,Bharat Organic Farms,"Village Narsingpur, Tehsil Harda, Madhya Pradesh - 461331",100Kgs,Kgs,MRP Rs. 75,75,Rs. 0.75 per g,06/2024,1800-123-7890,info@pack.in,Bharat,GOOD,NON_COMPLIANT,50,HIGH,2,LM-PC-004; LM-PC-005,Non-standard unit 'Kgs' used (must be SI: g/kg/ml/l/N/m) | MRP missing mandatory phrase 'inclusive of all taxes'
LM-GEN-00284,BN3147,8901080101667,Basmati Rice,Pulses,National Packaged Goods Ltd.,"B-12, Okhla Industrial Phase II, New Delhi - 110020",0.5kg,kg,MRP Rs. 650 (Incl. of all taxes),650,Rs. 1300.0 per kg,11/2022,1800-103-1234,support@company.in,,MODERATE,NON_COMPLIANT,85,LOW,1,LM-PC-008,Country of Origin declaration missing
LM-GEN-00285,BN7443,8903185113890,Body Lotion,Personal Care,Prime Industries Ltd.,"Survey 45/A, Vatva GIDC, Ahmedabad, Gujarat - 382445",400ml,ml,MRP Rs. 499 (Incl. of all taxes),499,Rs. 499.0 per kg,02/2022,1800-123-7890,info@pack.in,Bangladesh,MODERATE,COMPLIANT,100,NONE,0,None,None
LM-GEN-00286,BN9452,8903689732331,Full Cream Milk Powder,Household,Prime Industries Ltd.,"Survey 45/A, Vatva GIDC, Ahmedabad, Gujarat - 382445",1000Liters,Liters,MRP Rs. 180 (Incl. of all taxes),180,Rs. 0.18 per g,10/2023,1800-890-0011,help@business.co.in,India,GOOD,NON_COMPLIANT,75,MEDIUM,1,LM-PC-004,Non-standard unit 'Liters' used (must be SI: g/kg/ml/l/N/m)
LM-GEN-00287,BN9670,8903376381237,,Pulses,,"Andheri East, MIDC, Mumbai, Maharashtra - 400093",250g,g,MRP Rs. 200 (Incl. of all taxes),200,Rs. 0.8 per g,,,,India,GOOD,NON_COMPLIANT,30,CRITICAL,4,LM-PC-001; LM-PC-002; LM-PC-006; LM-PC-007,Missing product/commodity name on label | Manufacturer/packer name not declared | Month and year of manufacture / packing not declared | Consumer care helpline and email not provided
LM-GEN-00288,BN6322,8906510165622,Pickle (Achar),Condiments,Royal Produce Pvt. Ltd.,"NH-44 Bypass Road, Hyderabad, Telangana - 500072",200g,g,MRP Rs. 120 (Incl. of all taxes),120,Rs. 0.6 per g,02/2022,1800-103-1234,support@company.in,India,MODERATE,COMPLIANT,100,NONE,0,None,None
